# lap_count, lap_success, laptime, completion, delay time, NA, NA, Computation_time
1.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.250617 
2.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.308469 
3.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.307591 
4.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.278160 
5.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.337142 
6.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.249444 
7.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.231526 
8.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.186666 
9.000000  ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.165035 
10.000000 ,1.000000  ,28.520000 ,99.780000 ,0.000000  ,0.000000  ,0.000000  ,19.235425 
11.000000 ,1.000000  ,29.240000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.339267 
12.000000 ,1.000000  ,29.520000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.182267 
13.000000 ,1.000000  ,29.240000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.366896 
14.000000 ,1.000000  ,29.520000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.290204 
15.000000 ,1.000000  ,29.240000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.268517 
16.000000 ,1.000000  ,29.520000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.180433 
17.000000 ,1.000000  ,29.240000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.308549 
18.000000 ,1.000000  ,29.520000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.148872 
19.000000 ,1.000000  ,29.240000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.283938 
20.000000 ,1.000000  ,29.520000 ,99.780000 ,10.000000 ,0.000000  ,0.000000  ,19.200629 
21.000000 ,1.000000  ,28.720000 ,99.780000 ,20.000000 ,0.000000  ,0.000000  ,19.243831 
